Name,Rating,Time,Review Text
"Mohamad Olii","5 bintang","3 tahun lalu","Mantap"
"Ainagha Agha","1 bintang","2 tahun lalu","Tidak jelas"
"ibrahim la'la","5 bintang","5 tahun lalu","Mantul"
"Dadeaja Dade","5 bintang","5 tahun lalu","Eksotis"
"Jansen Sampelan","4 bintang","5 tahun lalu","Bagus"
"Ford Chandra","5 bintang","5 tahun lalu","Beauty Customer Service"
"santhy mamonto","5 bintang","6 tahun lalu","Asik"
"Nevy Kawulusan","3 bintang","6 tahun lalu","Parkir susah"
"Tutorial Bunda","4 bintang","6 tahun lalu","Lumayan"
"RMTUNA RAJAAMPAT","1 bintang","6 tahun lalu","Not Recommended, To Slow !"
"Hilya Safitri RQ","1 bintang","2 tahun lalu","bad"
"Riandy' S","5 bintang","2 tahun lalu","Good"
"Rafael mondong","4 bintang","7 tahun lalu","Ok"
"Afandi Niode","5 bintang","7 tahun lalu","pengiriman yang baik"
"Irfan Prawira","5 bintang","setahun lalu","Luar Biasa"
"Yohanes Djarot Satrio Wibowo","5 bintang","8 tahun lalu","Mantab pokoke"
"Achox Yamani","5 bintang","3 tahun lalu","Okay"
"Edwin Khoe","5 bintang","4 tahun lalu","Kirim paket"
"Mario Ong","4 bintang","6 tahun lalu","Quite ok service"
"Harley Rotinsulu","5 bintang","3 tahun lalu","Good service"
"Max IT","5 bintang","8 tahun lalu","Maju terus"
"Andrew Tjiptabudy","4 bintang","6 tahun lalu","Good expedition"
"LILIANY","1 bintang","3 tahun lalu","Bad service!!!!!"
"fadly","5 bintang","3 tahun lalu","Mantap"
"Stewart Ray","1 bintang","3 tahun lalu","Lemot"
"Alamin Onggi","5 bintang","4 tahun lalu","Mantap"
"Azwar Karlos","1 bintang","2 tahun lalu","Pelayanan buruk"
"Saputra Puluhulawa","1 bintang","3 tahun lalu","pelayanan buruk"
"Marcko Wondal","5 bintang","4 tahun lalu","mantap"
"Dahlia Abdullah","5 bintang","6 tahun lalu","Good"
"Himawari Studio","5 bintang","7 tahun lalu","Good service"
"Boby Ma","5 bintang","5 tahun lalu","Mantap"
"Papito","5 bintang","7 tahun lalu","Good"
"bintan rahmi","5 bintang","8 tahun lalu","Bagus"
"Jane Natalia Mekel","5 bintang","8 tahun lalu","Good service"
"Gerry Kasehung","1 bintang","3 tahun lalu","Selesai dengan J&T ini!! Pesanan 4 hari cm tapuutar2 di gudang"
"Joudy Kalalo","5 bintang","8 tahun lalu",""
"Wisnu Iswardana","1 bintang","5 tahun lalu","Depresi."
"Pamella Rantung","1 bintang","3 tahun lalu","kurir talalu mlassss,,,"
"Yeremia Hizkia Rumerung","4 bintang","4 tahun lalu","Kemasan Minimum"
"Maissy Priscila Sembel","1 bintang","4 tahun lalu",""
"Farelio Langi","5 bintang","4 tahun lalu",""
"Aurora R","1 bintang","5 tahun lalu",""
"Deni Patadjenu","1 bintang","5 tahun lalu",""
"ezq randolph","1 bintang","5 tahun lalu",""
"mercy tarore","1 bintang","5 tahun lalu",""
"fani angraini","1 bintang","5 tahun lalu",""
"Redikarim Redi","1 bintang","5 tahun lalu",""
"Stevine Taghulihi","5 bintang","2 bulan lalu",""
"Ambulance Staff","5 bintang","2 bulan lalu",""
"Hanya Orang biasa","5 bintang","9 bulan lalu",""
"Hend Lovelysha","5 bintang","10 bulan lalu",""
"RRQAlfiRoong Gaming","1 bintang","10 bulan lalu",""
"Klief Rambi","5 bintang","setahun lalu",""
"Fernando Yehezkiel","4 bintang","setahun lalu",""
"Gerald Sawal","5 bintang","setahun lalu",""
"angie","1 bintang","setahun lalu",""
"novranda channel","1 bintang","setahun lalu",""
"Mudawamah El-Faza","1 bintang","2 tahun lalu",""
"Esther Rungkat","5 bintang","2 tahun lalu",""
"Yanuarti Y. Sumolang","5 bintang","2 tahun lalu",""
"Dwicahya Kurniawaty awing","1 bintang","2 tahun lalu",""
"Antonius William","1 bintang","2 tahun lalu",""
"Rendy Stewart Wajong","3 bintang","2 tahun lalu",""
"Muhayat Ramadan","1 bintang","2 tahun lalu",""
"Fayrus Refhalda Sudarsono","1 bintang","2 tahun lalu",""
"Lukas Lontoh","4 bintang","2 tahun lalu",""
"Doni dominikus","5 bintang","3 tahun lalu",""
"Naldi Mkdmpt","5 bintang","3 tahun lalu",""
"Fidy Sada","4 bintang","3 tahun lalu",""
"Nabilla Dinianty","1 bintang","3 tahun lalu",""
"Aji Aprilianto","1 bintang","3 tahun lalu",""
"Christine Kumayas","1 bintang","3 tahun lalu",""
"Lukman 45","1 bintang","3 tahun lalu",""
"PRATAMA STAINLESS KITCHEN","5 bintang","3 tahun lalu",""
"Caroline A","5 bintang","3 tahun lalu",""
"Yusuf Analy","5 bintang","3 tahun lalu",""
"Nezz","1 bintang","3 tahun lalu",""
"Irene Hartanto","5 bintang","3 tahun lalu",""
"Sisilia Rahman","5 bintang","3 tahun lalu",""
"Lukman Iti","4 bintang","3 tahun lalu",""
"Seno, ifoet","5 bintang","3 tahun lalu",""
"Hendryo Papuas","1 bintang","3 tahun lalu",""
"jay wisnu","4 bintang","3 tahun lalu",""
"Sabun Manado","5 bintang","3 tahun lalu",""
"Untitled Record","5 bintang","3 tahun lalu",""
"Aldiman Edam","5 bintang","3 tahun lalu",""
"Nina Giesen","1 bintang","4 tahun lalu",""
"Frederik Dony Sangkia","1 bintang","4 tahun lalu",""
"Rendy Dwi Hendra Sanger","4 bintang","4 tahun lalu",""
"Delvi Karundeng","3 bintang","4 tahun lalu",""
"MERSING TV","2 bintang","4 tahun lalu",""
"Afner Mengi","5 bintang","4 tahun lalu",""
"Tamara Allan","5 bintang","4 tahun lalu",""
"Wilson Rori","5 bintang","4 tahun lalu",""
"Iqbal GamingYT","1 bintang","4 tahun lalu",""
"Jesica Kilisan","3 bintang","4 tahun lalu",""
"Elan Talawo","5 bintang","4 tahun lalu",""
"Risky Yudhianto","4 bintang","4 tahun lalu",""
"vidi welang","5 bintang","4 tahun lalu",""
"Nova Regina","1 bintang","4 tahun lalu",""
"rahim suleman","5 bintang","4 tahun lalu",""
"Hadi Siswoyo","5 bintang","4 tahun lalu",""
"Kimberly Maria","4 bintang","4 tahun lalu",""
"Devi","5 bintang","4 tahun lalu",""
"maisie togelang","5 bintang","4 tahun lalu",""
"George L","4 bintang","4 tahun lalu",""
"Resky Marthen Salmon","4 bintang","4 tahun lalu",""
"Spearkop","5 bintang","4 tahun lalu",""
"BangRiedel","5 bintang","4 tahun lalu",""
"Mom Ge","4 bintang","4 tahun lalu",""
"Ami Maskuri","4 bintang","4 tahun lalu",""
"Akun Google","5 bintang","5 tahun lalu",""
"Thomas Merung","1 bintang","5 tahun lalu",""
"Ud Ulana Setiawan","5 bintang","5 tahun lalu",""
"Kantah Kota Manado","5 bintang","5 tahun lalu",""
"Carolin Pongoh","1 bintang","5 tahun lalu",""
"HKwan","5 bintang","5 tahun lalu",""
"Sanli Patras","5 bintang","5 tahun lalu",""
"anne caroline","5 bintang","5 tahun lalu",""
"Multatuli Jr","5 bintang","5 tahun lalu",""
"Nofri amazing","3 bintang","5 tahun lalu",""
"liana mekel","1 bintang","5 tahun lalu",""
"Fani Quad","3 bintang","5 tahun lalu",""
"Herlyn Monarsy","1 bintang","5 tahun lalu",""
"Thys sam edmond lumempouw","4 bintang","5 tahun lalu",""
"Nur Rahmi","1 bintang","5 tahun lalu",""
"Faisal Salewanga","1 bintang","5 tahun lalu",""
"Yovian Onsu","5 bintang","5 tahun lalu",""
"selviyani safrudin","1 bintang","5 tahun lalu",""
"Chrisella Kireyna Rakian","5 bintang","5 tahun lalu",""
"Masita Rumra","1 bintang","5 tahun lalu",""
"Syamsuddin Syam","2 bintang","5 tahun lalu",""
"Risaldi Bilondatu","1 bintang","5 tahun lalu",""
"Kurniasi Paputungan","1 bintang","5 tahun lalu",""
"cornelia mukuan","1 bintang","5 tahun lalu",""
"Julyana Jo","5 bintang","5 tahun lalu",""
"Cici Palakua","5 bintang","5 tahun lalu",""
"widia amaliyah","1 bintang","5 tahun lalu",""
"Sandy Butan","3 bintang","5 tahun lalu",""
"Bryan Furran","1 bintang","5 tahun lalu",""
"Nana Beveanna","1 bintang","5 tahun lalu",""
"Aldy Suma","5 bintang","5 tahun lalu",""
"BILL POLII","5 bintang","5 tahun lalu",""
"Rahmat Pradana","5 bintang","5 tahun lalu",""
"sahoa chris","1 bintang","5 tahun lalu",""
"fachrizal imaduddin","5 bintang","5 tahun lalu",""
"Nurlila Daud","3 bintang","5 tahun lalu",""
"Melisa Gosal","5 bintang","5 tahun lalu",""
"Agus Panawar","5 bintang","5 tahun lalu",""
"Cahyo Adi","5 bintang","5 tahun lalu",""
"Karunya Pase","5 bintang","5 tahun lalu",""
"Renaldi Ngangi","1 bintang","5 tahun lalu",""
"UnderSKies Computer","5 bintang","6 tahun lalu",""
"franky latupapua","5 bintang","6 tahun lalu",""
"awoo 77","4 bintang","6 tahun lalu",""
"MDjon Tra","5 bintang","6 tahun lalu",""
"bayu gustada","3 bintang","6 tahun lalu",""
"Daniel Suherman","1 bintang","6 tahun lalu",""
"Ve Maw","1 bintang","6 tahun lalu",""
"Marcelina Mangowal","1 bintang","6 tahun lalu",""
"Andrew Dendeng","5 bintang","6 tahun lalu",""
"Ranny Sahnaz","4 bintang","6 tahun lalu",""
"Firmon Tanjaya","4 bintang","6 tahun lalu",""
"Jesika Slat","1 bintang","6 tahun lalu",""
"Made Apriano","5 bintang","6 tahun lalu",""
"Munazar Muarif","5 bintang","6 tahun lalu",""
"Meyrio Sanderwyk","5 bintang","6 tahun lalu",""
"Edmont Ho","1 bintang","6 tahun lalu",""
"#AsriKurniawati,MyLive,Myday, AndMyFamily","1 bintang","6 tahun lalu",""
"Pratama Tunai","5 bintang","6 tahun lalu",""
"Yuyun Ali","4 bintang","6 tahun lalu",""
"Nasrun Kuengo","5 bintang","6 tahun lalu",""
"Rahmad Ali","5 bintang","6 tahun lalu",""
"dina muslimah","3 bintang","6 tahun lalu",""
"Wahyu R. Ismail","5 bintang","6 tahun lalu",""
"Violine Karouwan","4 bintang","6 tahun lalu",""
"Yesa Satria","4 bintang","6 tahun lalu",""
"Esa Z Kamagi","5 bintang","6 tahun lalu",""
"Mona Kapile","5 bintang","6 tahun lalu",""
"M. Assabiqun Hajia","1 bintang","7 tahun lalu",""
"FRILy","5 bintang","7 tahun lalu",""
"Joel Andro","5 bintang","7 tahun lalu",""
"Keyna Veer","5 bintang","7 tahun lalu",""
"Lisa Lolowang","1 bintang","7 tahun lalu",""
"Natalia Posumah","5 bintang","7 tahun lalu",""
"Hendi Kurniawan","5 bintang","7 tahun lalu",""
"Makahibor Hangunaung","5 bintang","7 tahun lalu",""
"James zheng","5 bintang","7 tahun lalu",""
"Djoni Kalangi","5 bintang","7 tahun lalu",""
"Riedel Korompis","5 bintang","7 tahun lalu",""
"Marfel Harimisa","4 bintang","7 tahun lalu",""
"Bill Lalamentik","5 bintang","7 tahun lalu",""
"Frano Pangemanan","5 bintang","7 tahun lalu",""
"Rifai Muslim","2 bintang","7 tahun lalu",""
"pedro","2 bintang","7 tahun lalu",""
"Ivhon Tololiu","1 bintang","7 tahun lalu",""
"Atika Okitasari","5 bintang","7 tahun lalu",""
"Eman Rudianto","5 bintang","7 tahun lalu",""
"Febry Lisal","5 bintang","7 tahun lalu",""
"Muamar B","5 bintang","8 tahun lalu",""
"Frike Poluan","1 bintang","8 tahun lalu",""
"Anti Bempa","5 bintang","8 tahun lalu",""
"Lidya Kumendong","1 bintang","8 tahun lalu",""
"Olvintia Pumpente","1 bintang","8 tahun lalu",""
"Chendy Tangui","4 bintang","8 tahun lalu",""
"Maurin Wowor","1 bintang","8 tahun lalu",""
"Aditya Husain","5 bintang","8 tahun lalu",""
"Septian Maulid Tiwar","5 bintang","8 tahun lalu",""
"Hanif NAB","4 bintang","8 tahun lalu",""
"Maxi Mawey","3 bintang","8 tahun lalu",""
"Muhammad Naufal","5 bintang","8 tahun lalu",""
"Yuki Lahardiana","5 bintang","9 tahun lalu",""
"Frinni Kumolontang","5 bintang","9 tahun lalu",""
